Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
126	24	0	3.15	101724.083	101682.951	101641.729	101724.083	82.3545929	21.5009312	0	0	5.73897	0	0	3
127	24	0	3.175	101728.183	101687.068	101646.303	101728.183	81.8799809	21.5407076	0	0	5.73897	0	0	3
128	24	0	3.2	101732.456	101691.17	101650.466	101732.456	81.9907678	21.5796788	0	0	5.73897	0	0	3
129	24	0	3.225	101736.805	101695.282	101654.732	101736.805	82.0722433	21.6185881	0	0	5.73898	0	0	3
130	24	0	3.25	101740.568	101699.369	101658.583	101740.568	81.9849389	21.6561678	0	0	5.73898	0	0	3
131	25	0	3.275	101744.65	101703.467	101662.272	101744.65	82.3780138	21.6925203	0	0	5.73897	0	0	3
132	25	0	3.3	101748.94	101707.595	101666.507	101748.94	82.4325001	21.7284242	0	0	5.73896	0	0	3
133	25	0	3.325	101753.103	101711.718	101670.343	101753.103	82.7606593	21.7633351	0	0	5.73899	0	0	3
134	25	0	3.35	101756.765	101715.833	101674.377	101756.765	82.3877136	21.7966518	0	0	5.73897	0	0	3
135	25	0	3.375	101761.067	101719.962	101678.802	101761.067	82.2641241	21.8292307	0	0	5.73896	0	0	3
136	25	0	3.4	101765.039	101724.068	101682.863	101765.039	82.1764006	21.8607831	0	0	5.73896	0	0	3
137	26	0	3.425	101769.362	101728.187	101686.883	101769.362	82.4788534	21.8922341	0	0	5.73896	0	0	3
138	26	0	3.45	101773.76	101732.324	101691.09	101773.76	82.5676426	21.9229457	0	0	5.73896	0	0	3
139	26	0	3.475	101777.69	101736.448	101694.893	101777.69	82.5416393	21.9526376	0	0	5.73897	0	0	3
140	26	0	3.5	101781.829	101740.588	101699.464	101781.829	82.3652697	21.9819525	0	0	5.73897	0	0	3
141	26	0	3.525	101786.042	101744.71	101703.423	101786.042	82.4703932	22.0107134	0	0	5.73896	0	0	3
142	27	0	3.55	101790.029	101748.835	101707.375	101790.029	82.4399867	22.0381693	0	0	5.73898	0	0	3
143	27	0	3.575	101793.927	101752.956	101711.635	101793.927	82.2916575	22.0646153	0	0	5.73898	0	0	3
144	27	0	3.6	101797.835	101757.061	101716.002	101797.835	81.8327821	22.0900478	0	0	5.73897	0	0	3
145	27	0	3.625	101801.804	101761.147	101720.144	101801.804	81.659736	22.1142264	0	0	5.73898	0	0	3
146	27	0	3.65	101805.58	101765.215	101724.083	101805.58	81.4967753	22.1374667	0	0	5.73899	0	0	3
147	28	0	3.675	101809.554	101769.285	101728.183	101809.554	81.3710545	22.1594311	0	0	5.73897	0	0	3
148	28	0	3.7	101813.636	101773.354	101732.456	101813.636	81.179237	22.1808762	0	0	5.73898	0	0	3
149	28	0	3.725	101817.403	101777.399	101736.805	101817.403	80.5982375	22.2012404	0	0	5.73898	0	0	3
150	28	0	3.75	101821.225	101781.419	101740.568	101821.225	80.65737	22.2211959	0	0	5.73897	0	0	3
151	28	0	3.775	101825.333	101785.456	101744.65	101825.333	80.6837758	22.2413587	0	0	5.73897	0	0	3
152	28	0	3.8	101829.16	101789.48	101748.94	101829.16	80.219685	22.2606129	0	0	5.73897	0	0	3
153	29	0	3.825	101832.927	101793.479	101753.103	101832.927	79.823633	22.2794362	0	0	5.73898	0	0	3
154	29	0	3.85	101836.986	101797.474	101756.765	101836.986	80.2209815	22.2979613	0	0	5.73897	0	0	3
155	29	0	3.875	101840.765	101801.474	101761.067	101840.765	79.6989428	22.3153222	0	0	5.73898	0	0	3
156	29	0	3.9	101844.856	101805.464	101765.039	101844.856	79.8167599	22.3324226	0	0	5.73896	0	0	3
157	29	0	3.925	101849.101	101809.467	101769.362	101849.101	79.7389841	22.3495188	0	0	5.73895	0	0	3
158	29	0	3.95	101853.187	101813.458	101773.76	101853.187	79.4269405	22.3661707	0	0	5.73896	0	0	3
159	30	0	3.975	101857.194	101817.431	101777.69	101857.194	79.5033453	22.3828009	0	0	5.73896	0	0	3
160	30	0	4	101861.485	101821.422	101781.829	101861.485	79.6555157	22.3988035	0	0	5.73897	0	0	3
